题目,朝代,作者,内容
过钓台,元末明初,钱宰,溅溅桐江濑，白石粲如许。上有子陵台，下瞰富春渚。高崖薄层云，黄草没荒墅。俯怀汉中兴，四海归寰宇。征书诏遗逸，长揖觐当宁。咄咄吾子陵，而竟不下汝。握手道故交，言还谢明主。星文丽中天，风节超下土。悠然钓泽中，高风永终古。
分题赋载酒亭送友之四川,元末明初,钱宰,大江发巴蜀，岷峨郁嶕峣。子云性佚荡，逸气相扶摇。洒翰骋雄辞，凌云何飘飘。终焉敛其华，富丽不足骄。覃思著玄文，斟酌仿繇爻。闳言极幽微，绵络天地交。岂无好事者，载酒与游遨。胡为事黄门，投阁竟萧条。龙蛇不知藏，蝘蜓亦见嘲。天独昌其文，炳如星日昭。子行登斯亭，英爽或可招。谓我欲问奇，峡水阻且遥。
题雪猎图,元末明初,钱宰,胡儿善骑射，出猎古战场。白雪日夜飞，萧萧朔风凉。黄草蔽沙碛，马肥弓力强。小队出汉南，十骑如龙骧。前驱逐猛虎，后骑接飞獐。翻身激羽箭，叠中两羚羊。玄熊何前却，猛气亦跳梁。南行顾长戟，北走脱飞鎗。联镳愈奋捷，性命不得将。自谓足驰骋，意气何扬扬。宁思汉廷将，英勇际武皇。去年出云中，置郡定朔方。今年战高阙，夜围右贤王。小勇何足矜，万里开边疆。
游西山,元末明初,钱宰,西山一何高，有怀在泉石。荡舟渡西泠，秋水今几尺。渚花泊双桡，岸草纳双屐。凉风树上至，林影下衣碧。群动方自营，尘机念俱息。邂逅方外人，招邀坐深席。悠然外死生，矧复慨今昔。我客语正深，仆夫劝还役。川明月初至，树暗山已夕。归人樵唱来，落日堕西壁。
兵退后作,元末明初,钱宰,朔风号枯枝，长夜何漫漫。微月出复没，零露凄以漙。露漙不足悲，严霜为之寒。饥乌下丛薄，猛虎鸣其间。鬼灯照虚馆，落叶何珊珊。萧萧远征人，载歌《行路难》。我心增惨戚，岂不思东还。欲济川无梁，中道多阻艰。弱子病且死，老妻方忧患。明将登前途，念我衣裳单。斧冰汲涧水，采薪事朝餐。慨彼《下泉》诗，悠然起长叹。
泛舟新湖塘次王敬助韵二首 其一,元末明初,钱宰,清赏各有适，何异同登攀。君舟泊西隩，我车上东山。林光变宿雨，溪响洄晴澜。春深飞花歇，日入好鸟还。佳景欣所得，毋令清兴残。俯看纵壑鱼，仰见培风翰。物理固有待，努力当希颜。胡为念穷达，戚戚天壤间。
泛舟新湖塘次王敬助韵二首 其二,元末明初,钱宰,湖水日已绿，理棹不可缓。杂花当昼翻，远树出云短。沙明宿雨霁，风急游丝断。悠悠欢赏凉，历历佳趣满。酒尽客愁生，歌残离思远。世路方险巇，穷居正萧散。出处谅何心，夕阳起樵管。
城南燕集得作字,元末明初,钱宰,闭门度芳辰，念此风雨恶。今日忽复晴，青郊纵行乐。引杖听莺啼，持杯看花落。庭绿树阴交，春容已非昨。微酣爱酒清，放歌悲发白。茫茫师旅间，扰扰烟尘隔。夙昔愧栖迟，于今喜离索。明朝溪上田，买牛自在作。
陪白野太守游贺监故居得水字,元末明初,钱宰,崇冈散新阳，寒日舒短晷。晴飙一披拂，波影上沙尾。意行遂忘疲，情语相慰喜。赐宅知己非，归舟更谁舣。树暗山始夕，川明月初至。停杯成慨叹，觅句聊徙倚。前林樵唱来，惊鸿下寒水。
早春寄乡中友人,元末明初,钱宰,故园花发春又来，碧桃半拆棠梨开。流莺踏花酒落杯，花飞落酒相萦回。酒酣起舞落日晚，应念长安人未回。江上船，几时发，拍手醉唱《归去来》，笑摘花枝簪白发。
双烈行,元末明初,钱宰,云中两烈妇，风节何雄哉。妇姑誓同死，军马倏已来。姑言我死命之遭，尔方年少不得逃。欲自经，不得索，欲自刎，不得刀。少妇潜致辞，不用刀与索。儿当激贼怒，与姑头共斮。姑如湛卢剑，骂贼猎猎生刚风。妇如黄间弩，蹶张放弦气愈雄。厉声奋激膺贼锋，万古双烈誇云中。
题蕃王出猎图,元末明初,钱宰,燕山八月秋草黄，秋高马肥弓力强。蕃王朝辞诈马宴，羽猎不敢齐长杨。西风猎猎边城戍，小队旌旗打围去。英姿飒爽思奋扬，面如玉盘身倚树。金羁朱缨玉腕骝，紫貂兜鍪银鼠裘。燕姬如花向前骑，从官骑列春云浮。猛士先驱仗金钺，胡笳一声鼓齐咽。骢驹并载双歇骄，海青翻臂思超越。黄须健儿勇且骁，虎纹交韔悬在腰。翻身控弦响若掣，一箭射落双飞雕。马上双雕驰献捷，凯歌向王王击节。金杯进酒饭黄羊，马潼淋漓手新捩。穹庐张天落日黄，醉拥婵娟马前歇。百年富贵空画图，桑田茫茫海水枯。画中豪杰八尺躯，昔何勇锐今何愚。悲风萧萧渺绝漠，漠南千里王庭无。
题赵仲庸镜湖图为洽上人作,元末明初,钱宰,赵侯胸中有泉石，白发垂颠人不识。丹青不写四十年，一见洽师双眼碧。当年王宰浪得名，十日五日劳经营。天机到时一挥洒，白云颠倒秋波明。秋波在屋下，白云在屋上。香炉秦望天东南，苍峦翠巘森相向。三山落日烟水赊，秋风旧宅今荷花。断垣苍石无路入，至今人说放翁家。放翁家，渺何处，阿师出家不归去。不惜千金买画图，笑倚清江看云树。
题长江霁雪图,元末明初,钱宰,昔年壮游下江汉，霁雪千峰排两岸。今年看画忆旧游，万里江山入清玩。岷峨冈脊来蜿蜒，青城一峰高插天。东驰衡山走千里，匡庐五老与石城、北固遥相连。冰峦雪壑互起伏，照见日华破初旭。神光混茫元气浮，奋如巨鳌簸坤轴。烂如秋空云，浩如沧海涛。又如瑶台银阙天上头，皎皎白月空秋毫。回光下照中流水，风吹河汉银云起。中流空阔不胜寒，一洗丹碧秋漫漫。山川历历真伟观，来往十年游未半。不如云瀛楼上来倚阑，一日看遍江南山。
题俞景山画山水帐,元末明初,钱宰,老夫索居江上楼，廿年不出怀旧游。扣门下楼出迎客，但见绝壑风飕飕。岱宗日观山上头，日出未出苍烟浮。嵩高插天太华碧，蛾眉青城翠欲流。匡庐老泉挂白石，苍梧水落湘江秋。悬崖倚天万山立，翔鸾舞凤蟠苍虬。幽岑远树互出没，白云不散松风收。松根老樵列四五，招我共入青林幽。平生游历走不遍，千里万里穷遐搜。如何一日堕我前，空翠杂沓来双眸。举头问客何因入此境，乃是手持图画来沧洲。俞君作画时，雅有山林癖。朝登望秦山，万壑千岩净横臆。暮上香炉峰，海色秋清上遥碧。归来放笔作董元，笔底丹青浩无迹。海桑一别三千年，山月江风耿相忆。仰观岩上泉，俯看松下石。故人不见空画图，十幅云烟卷还客。
题画梅和王山农韵,元末明初,钱宰,江南春来白雪烂，落月横参夜将半。缟衣绰约如故人，踏飒梨云敧老干。北风猎猎天正寒，彷佛风节凭西阑。乃知山人竟不死，夜煮白石青松间。高情抚世无今昔，溪上梅花没荒棘。忆曾挥翰洒溪云，一枝寄与春消息。花前唤酒写长歌，花下呼儿扫落花。若不扬州何逊宅，定是西湖处士家。山人爱梅心独苦，笑尔豪吟玉堂树。山巅水际日看花，凤诏鸾书招不去。解衣盘礴两袖垂，腕指所至皆天机。南枝著花玉色起，北枝冻压玄霜飞。自从上苑成尘土，无复当年旧歌舞。源上桃花不记秦，九畹芳兰已忘楚。不如山人卧云松，破屋长在梅花东。传家别有花作谱，放手直欲先春风。见花如见山人面，谁道人间亡是公。
秦淮晚泊,元末明初,钱宰,秦淮酒家来泊船，鲈鱼一斤三百钱。船头买鱼酒新熟，却忆邪溪歌采莲。醉来起舞落日晚，挥手弹铗风泠然。少年不作长安客，老去逢秋头雪白。兴周须求渭水才，安汉园公安在哉。眼花齿折竟何益，好放陶潜归去来。
梧桐树,元末明初,钱宰,梧桐树，一叶堕秋风，一叶委秋露。明年二月新叶生，还在今年叶飞处。汉宫飞燕近承恩，零落班姬不如故。君不见梧桐树。
瓜洲夜泊,元末明初,钱宰,旅夜瓜洲泊，秋怀浩欲沉。星河与海合，江汉入吴深。天堑无南北，川流自古今。隔花渔唱起，千里故园心。
秋望,元末明初,钱宰,一雁下荒浔，邻秋急暮砧。檐风吹病骨，江月照归心。把酒招征棹，看花笑脱簪。有怀吟未得，黄叶堕疏林。
长江伟观图,元末明初,钱宰,第一江山独凭阑，秋风断石倚江关。两峰并立星河上，一水中流天地间。海日东生月西没，官船北去客南还。莫愁白发搔来短，酒落金盘入醉颜。
分题赋镜湖送张用中,元末明初,钱宰,镜湖白波木叶稀，凉风萧萧入客衣。季真赐宅已无主，太白酒船空棹归。野色惊秋鸿雁下，水声吹雨鲤鱼飞。此时张翰吴中去，云锁稽山失翠微。
题赵仲穆秋山图,元末明初,钱宰,人家水槛接山窗，好在江南山水邦。两岸云林皆落日，一天凫雁共秋江。屋头数遍青峦九，松下吟成白石双。野服何人正萧散，泊船归醉酒盈缸。
题罗稚云林秋晚,元末明初,钱宰,峥嵘列岫白云西，江上晴林直与齐。落日欲分山上下，秋声不隔树高低。浔阳旧宅陶潜住，天际归舟谢朓题。我亦爱君泉石好，携家便拟结幽栖。
题王煮石推篷图,元末明初,钱宰,粲粲晴林截素霓，梦回何处觅新题。画檐压槛江南屋，短棹推篷雪后溪。落月欲分花上下，春风不隔树高低。何当一见冰霜表，放棹孤山烟水西。
送朱叔英还维扬,元末明初,钱宰,策策西风木叶稀，故乡何处雁南飞。岷峨万里秋江落，淮海维扬独客归。铁瓮待潮雇晓渡，金盘压酒浣征衣。高楼明月如相忆，一发秦稽锁翠微。
题崔彦辉云林小隐,元末明初,钱宰,霅上平林半是云，索居别墅乐闲身。蘋花落日江南唱，杨柳沧湾若下春。隔岸青山连罨画，当门绿树接比邻。外家第宅相过近，内翰风流世有人。
夜泊西港,元末明初,钱宰,绿树如韦曲，澄江似谢家。暖云巢燕子，清露湿梨花。
春日闲居,元末明初,钱宰,霁日檐牙落，光风瓦上生。草晴跳蚱蜢，花暖困狸狌。
题画菜二首 其一,元末明初,钱宰,绿酒交春熟，灯花入夜开。两畦堪小摘，不见故人来。
题画菜二首 其二,元末明初,钱宰,今日荷锄倦，嘉蔬没四垣。客来春酒绿，风雨夜开园。
秋江晚渡,元末明初,钱宰,落日归棹缓，沧江秋思加。双鳞上荷叶，一雁下蘋花。
牧牛图,元末明初,钱宰,野老春耕歇，溪儿晚牧过。夕阳牛背笛，强似饭牛歌。
采菱曲 其一,元末明初,钱宰,绿柳横塘曲，沧湾是妾家。菱歌不解唱，秋水照荷花。
采菱曲 其二,元末明初,钱宰,落日浣纱渚，菱歌唱晚风。解衣濯秋水，乘月采芙蓉。
采菱曲 其三,元末明初,钱宰,溪上采莲女，秋波照晚妆。心如莲子苦，情似藕丝长。
采菱曲 其四,元末明初,钱宰,荷叶纫为佩，芙蓉缉作裳。妾心花下藕，节节是秋霜。
题翎毛小景 其一,元末明初,钱宰,红子秋树老，黄花晚节寒。幽禽双白颊，托尔一枝安。
春深即景,元末明初,钱宰,露梢黄鸟啄来禽，蛀叶青虫络树阴。又是绿阶春雨歇，满庭芳草落花深。
题牡丹士女图,元末明初,钱宰,乐府梨园曲慢裁，内家新奏牡丹开。下阶立得花阴转，李白承宣诏未来。
题野老醉骑牛图,元末明初,钱宰,村田乐事老来稀，记得江南春社时。儿女醉扶黄犊背，帽檐颠倒插花枝。
题高房山画,元末明初,钱宰,尚书好画江南住，寄与题诗两翰林。千古高情俱妙绝，至今春树暮云深。
题秦淮送别图 其二,元末明初,钱宰,绿酒斟来且莫斟，酒阑歌罢去骎骎。别怀恰似秦淮水，流到长江绿更深。
画鱼,元末明初,钱宰,绿波春水没渔家，杨柳青青拂钓槎。三月江南春雨歇，一双鳣鲔上桃花。
题林处士观梅图,元末明初,钱宰,放鹤仙人不可招，断河残月夜闻箫。别来欲问春消息，花落西泠第二桥。
客窗听雨,元末明初,钱宰,绿江烟草渺天涯，燕子来时未到家。宿酒恰随春梦醒，雨声落尽碧桃花。
题李伯时仕女图 其一 妾心不忆交河冷，手冷难裁金剪刀,元末明初,钱宰,海棠半拆银烛辉，春愁且莫剪春衣。下阶立得花阴没，如此月明人未归。
题李伯时仕女图 其二,元末明初,钱宰,梨花落月酒微酣，柳絮春云睡正堪。梦入长安归未得，觉来不信是江南。
画蟹,元末明初,钱宰,江上莼鲈不用思，秋风吹破绿荷衣。何妨夜压黄花酒，笑擘霜螯紫蟹肥。
题赵仲穆彦征画马,元末明初,钱宰,骢马连钱新凿蹄，络头羁絷任官奚。来从月窟真无价，进入天闲不敢嘶。雨露九重思冀北，风尘千里下淮西。解鞍知在休兵后，杨柳平河春草齐。
感遇二首 其一,元末明初,刘永之,腐鼠嚇鹓雏，鱼目欺明珠。由来青云士，高视笑泥途。广途驰骏马，长戟夹高车。光荣被九族，气燄陵万夫。祇言固恩宠，岂悟有荣枯。菉葹生朱门，鵩鸟瞰宾除。徒闻黄犬叹，千载为惊吁。回视扬子云，独守《太玄》书。
拟古,元末明初,刘永之,南国有佳人，秀色丽春阳。素手弄机杼，织绮向兰房。凉宵步玉阶，罗袜沾微霜。坐愁容华歇，中宵理丝簧。凤笙欢未彻，瑶瑟怨何长。哀响激林木，回车动华堂。借问此何曲，新声奏宫商。东邻有游子，闻之感中肠。愿持五杂俎，系君罗襦裳。携手共游衍，卒岁以翱翔。中情莫自致，脉脉怀内伤。
畦乐园,元末明初,刘永之,郭南抱瓮者，久与世情疏。砌长龙须草，林开燕尾渠。辘轳花下转，莴苣雨中锄。蔗熟能相寄，酬君薤叶书。
寄梁孟敬,元末明初,刘永之,菰山之阳隐者宅，日午隔溪闻读书。时有门生陈八簋，再从家仆致双鱼。石门雨过筼筜湿，荜户秋深薜荔疏。已约暮春携稚子，咏归沂上曳轻裾。
春城曲,元末明初,刘涣,柳花吹雪香满帘，南园草烟迷绿纤。素纱软屏隔春梦，金翠眉心团小凤。指怯调笙学莺语，度曲不成臆酸楚。却把巫山一段云，剪作春衫寄人去。东邻郎君马如雪，青锦短鞯裁杏叶。背人骑过为谁羞，银黄小袍醉眼缬。花貌越娘秋鬓薄，蛾眉学画初三月。
青楼怨,元末明初,刘涣,锦楼花雾飘绿尘，芙蓉屏深凝浅春。微酣着人娇欲睡，彩云载梦隔湘水。双螺小娃催理妆，粉绵拂拭鸾镜光。浓黛扫眉桂叶长，凉露濯手蔷薇香。家本石城南市住，早年悔作青楼倡。十八梳成金翅髻，青虫簪滑鸦背腻。歌声绕梁揭尘起，细簧咽秋凤雏语。翠绡舞衣珠佩结，砑金天鹅银蛱蝶。神女骑龙别楚宫，巫云蜀雨随峡风。别离何多欢乐少，牛女隔河怨秋老。黄衫少年下楼去，马蹄隆隆浩无主。
张楂翁自凤阳还钱唐赋此以寄,元末明初,刘涣,一别于今又五年，关河风雨梦相牵。羡君老有惊人术，愧我贫无使鬼钱。淮雁南来斜作字，楚江东下直如弦。子云罢献《长杨赋》，头白归来草《太玄》。
