题目,朝代,作者,内容
转应曲 其一,清末民国初,樊增祥,春早。春早。一笠红罗亭小。姗姗缟袂谁扶。手折梅花玉如。如玉。如玉。雪后园半树。
转应曲 其二,清末民国初,樊增祥,春晓。春晓。梦被啼莺惊觉。海红步障微寒。淡画文君远山。山远。山远。无奈颦深笑浅。
转应曲 其三,清末民国初,樊增祥,春睡。春睡。昨夜东风沈醉。起寻碧玉搔头。笑问萧郎见不。不见。不见。祇在珊瑚枕畔。
转应曲 其四,清末民国初,樊增祥,芳草。芳草。瓜字韶年最小。窄衣初试秋千。笑堕春风鬓蝉。蝉鬓。蝉鬓。归对镜鸾重抿。
转应曲 其五,清末民国初,樊增祥,新月。新月。来照瑶房锦瑟。杏红罗帔嫌单。门掩梨花峭寒。寒峭。寒峭。著得郎衣偷笑。
转应曲 其六,清末民国初,樊增祥,红杏。红杏。暖雨曲江春嫩。旧罗裙系枝头。欲趁东风嫁休。休嫁。休嫁。留待尚书归马。
转应曲 其七,清末民国初,樊增祥,团扇。团扇。持许谢娥遮面。绿罗裙带低垂。微雨珠帘燕飞。飞燕。飞燕。银烛海棠庭院。
转应曲 其八,清末民国初,樊增祥,桃叶。桃叶。记折缃梅赠别。归期已过蔷薇。更待明月絮飞。飞絮。飞絮。因甚不教春住。
转应曲 其九,清末民国初,樊增祥,香径。香径。百草千花相映。裙腰软绿如烟。拾得春人翠钿。钿翠。钿翠。上有秋兰并蒂。
转应曲 其十,清末民国初,樊增祥,消渴。消渴。不奈黄藤酒恶。松风蟹眼初翻。新瀹花瓷月团。团月。团月。刚似绯桃小靥。
转应曲 其十一,清末民国初,樊增祥,双井。双井。也抵建溪新饼。嫩银莲叶茶舟。白耳团花小瓯。瓯小。瓯小。莫等竹垆汤老。
转应曲 其十二,清末民国初,樊增祥,荷粉。荷粉。池面一张秋锦。凤州新柳毵毵。不及柔奴手纤。纤手。纤手。笑折荷花劝酒。
转应曲 其十三,清末民国初,樊增祥,檀炷。檀炷。掩苒半庭香雾。看星独倚西楼。雁带两三点秋。秋点。秋点。夜雨残更泪眼。
转应曲 其十四,清末民国初,樊增祥,秋柳。秋柳。白下蛾眉怨否。吴霜欲下还迟。不点潘郎鬓丝。丝鬓。丝鬓。独自倚楼看镜。
转应曲 其十五,清末民国初,樊增祥,秋雁。秋雁。飞过玉河南畔。天孙书问黄姑。识得愁滋味无。无味。无味。拥髻灯前低睡。
转应曲 其十六,清末民国初,樊增祥,秋雨。秋雨。钗剔银缸无语。黄昏独掩虚帷。月转西楼未归。归未。归未。门外猧儿惊吠。
转应曲 其十七,清末民国初,樊增祥,今夕。今夕。记得仲秋十七。扇头有女乘鸾。天上常仪镜圆。圆镜。圆镜。钗燕角巾厮并。
转应曲 其十八,清末民国初,樊增祥,花下。花下。闲听红娘抛打。一秋逤逻慵弹。百蝶罗衿佩兰。兰佩。兰佩。可似扇头香坠。
转应曲 其十九,清末民国初,樊增祥,蛩语。蛩语。梧叶堕阶如雨。西风昨夜新寒。不卷绯罗绣帘。帘绣。帘绣。珍重兰猗菊秀。
转应曲 其二十,清末民国初,樊增祥,来暮。来暮。日上高楼凝伫。楼前烟雨萋迷。杨柳千条向西。西向。西向。长记渭城低唱。
双双燕 其一 秋燕，用梅溪韵,清末民国初,樊增祥,谢家院落，甚青女来时，玳梁霜冷。秋蛾敛绿，约略远山相并。莫睇琴床砚井。听颤掣、花铃不定。朱门昼锁斜阳，满院参差帘影。秋径。相逢楚润。叹人与花枝，不如前俊。铜驼巷陌，一霎鲤风吹暝。归去沙平水稳。可捎得、莫愁家信。玉雁飞回，无那画楼闲凭。
双双燕 其二 再和砚荪,清末民国初,樊增祥,宝帘窣地，正宫柳微黄，晓霜凄冷。妫姜旧事，细马轻车相并。早是桐飘绿井。问隔岁、香巢可定。风前一幅红襟，闪得夕阳无影。山径。烟莎绿润。叹弱羽无依，海青独俊。宫槐谁守，画角城头催暝。任是雕梁睡稳。也难忘、台城鸢信。亭北栏干，冷玉了无人凭。
双双燕 其三 三和前韵,清末民国初,樊增祥,数椽老屋，认秋柳垂门，夕阳闲冷。寻常百姓，那与乌衣邻并。双羽交窥墨井。甚柳怯、花惊未定。玉堂历历巢痕，旧事思量如影。荒径。烟惺露润。且等到冰天，玉梅花俊。宫莲红断，不照绿纱窗暝。杏子花期已稳。也休管、关河秋信。如客光阴，日日玉栏长凭。
念奴娇 用稼轩韵,清末民国初,樊增祥,桂花香里，料常仪、愁度璇宫佳节。三十九年，秋再闰、狼角射人心怯。铜马东来，青骡西去，惨与宫花别。玉真前世，白头宫女能说。闻道扇子湖边，疏疏霜柳，犹挂黄昏月。铜辇秋衾，宣府梦、梦绕燕山重叠。太液芙蓉，上林橘树，一任人攀折。青天愁望，知添多少华发。
绕佛阁 用美成韵,清末民国初,樊增祥,桂华夕敛，凉月半玦，低映闲馆。银烛烧短，欲眠又起，蛜蝛堕风幔。玉蜍注满。闲试库纸，诗意清远。双髻娇婉。玉钗欲挂，墙东角巾岸。满目换秋色，露柳萧疏牵翠线。佳语月团，斜行留扇面。且静听鞋弓，细数壶箭。小屏相见。只靥杏销红，鬟翠微乱。夜如何，绣衾双展。
甘州 和耆卿韵,清末民国初,樊增祥,莫回头东望望春门，啼乌满延秋。怪风情筋力，都如病柳，怯上高楼。凝碧池台何在，歌舞一时休。满眼新亭泪，未肯轻流。见说衣冠文武，似虬髯弈负，此局谁收。叹白头杜甫，还为浣花留。认朱书箜篌背面，是几时天际识归舟。西来雁、可能邀取，玉女回眸。
红林檎近 和美成韵,清末民国初,樊增祥,秋林无新粉，夜芸生古香。玉露下雕砌，芙蓉怨横塘。雨无一珠洒叶，月有半镜衔窗。镜里窥见残妆，无语对寒簧。昔者金马客，约我玉河乡。乌衣巷冷，如今燕去雕梁。更应刘俱逝，邺园倦客，共谁一饮三百觞。
南浦 和鲁逸仲韵,清末民国初,樊增祥,君卿老去，掩蓬蒿、不谒五侯门。道是今年秋闰，箫鼓满花村。才说平阳脂餤，又天香、桂子落纷纷。叹凤城佳丽，玉蛾金兔，都化战场云。月姊那如倩女，望青天、碧海也离魂。夜夜冰绡承泪，滴损淡黄裙。荡得山河如影，问琼楼、可有洗妆痕。算舞休歌罢，汉宫卅六，玉扉寂寞锁黄昏。
洞仙歌 石谷画《渔乐图》，书张子同《渔父词》五首于上，辄题二阕 其一,清末民国初,樊增祥,三间草屋，傍桃花西塞，一叶扁舟荡云海。便绿蓑青笠，也胜朝衣，刚成就、范蠡严光一派。得鱼闲换酒，状似松鲈，莫被江城达官买。貌取鹭鸶容，月下收筒，凭歌舞、芦花世界。更著个、樵青与煎茶，扫淡墨轻烟，水边竹外。
洞仙歌 其二,清末民国初,樊增祥,三高笠泽，不同时堪恨。休道风标后来俊。看橛头艇子，长系桃柯，可也有、魏晋间人风韵。斜风吹细雨，了不须归，何况月明晚波定。一世住鲈乡，饱饭莼菰，浑不识、洛城秋信。便天子、传宣不呼名，把生谥玄真，玉雕私印。
金缕曲 观弈,清末民国初,樊增祥,此局全输矣。对残枰、虬髯缩手，道兄夺气。黑白两奁交搏击，自坏长城万里。恨下手、惟差一子。鼠斗穴中虫人腹，好家山、错被痴儿毁。真冷煞，雪猧齿。向来依倚神头势。到而今、星飞雨散，有谁料理。三策都无中上下，不战不降不死。叹秋水、人间何世。芥孔藕丝无避处，且安排、商橘秦桃里。休更说，妇姑事。
绕佛阁 慰研荪妇病,清末民国初,樊增祥,小颦翠敛。慵对晚镜，深闭秋馆。黄菊篱短，与花比瘦，西风动罗幔。杏笺写满。香茗俊句，都似明远。羁思悽婉。记曾叠骑，桑乾水平岸。古锦袭诗本，强为萧郎拈绣线。不似向时朝霞生酒面。待蕙草中庭，尽茁花箭。曲房重见。又酌酒弹棋，玉局猧乱。对明窗、青编重展。
卓牌儿,清末民国初,樊增祥,垂杨恁萧疏，凭点逗、纱窗晚雨。短短画烛，独凝昨泪，温温芳褥，已销前暑。西楼雁来时，兼月里、秋砧几杵。青桂暗减香风，露棠又湿凉红，总无情绪。去年赁庑，依玉水、芙蓉双鹭。旧京何处。嗟丝鬓如许。薄病文园，秋风客、忍换秦筝雁柱。凝伫。渺万重燕树。
长相思 其一 闺怨,清末民国初,樊增祥,江上山。湖上山。安得从郎骑马看。愿奴为绣鞍。早秋寒。袖罗单。桐叶霜黄落井栏。奴心金橘酸。
长相思 其二,清末民国初,樊增祥,莫悲秋。莫登楼。楼上黄昏月似钩。珠帘无限愁。茜牙筹。白瓷瓯。花椠嫩银双酒舟。无花不并头。
浣溪纱 其一,清末民国初,樊增祥,老马心从战后催。宰官身自梦中回。朝衫换了芰荷衣。试捉客来参曲米，悔携家去住蓬莱。二年孤负小园梅。
浣溪纱 其二,清末民国初,樊增祥,八月南垞黍酒香。胡桃破壳栗初黄。闰秋天气似重阳。新绿茶茸斟夜雨，半红梨叶点秋霜。山妻检点旧衣裳。
浣溪纱 其三,清末民国初,樊增祥,逝矣高阳旧酒徒。今生无意过黄垆。九门多是岛人居。乱后鱼羹思宋嫂，秋来蟹市罢丁沽。旧京风味一时无。
浣溪纱 其四,清末民国初,樊增祥,西狩宫车下玉坡。君王挥泪对宫娥。荒村无草饲青骡。圣寿早停南府戏，别离犹唱本家歌。并州行在近如何。
南歌子 月下,清末民国初,樊增祥,闲伫门中月，愁添心上秋。一行新雁过秦邮。可有锦书拴系到并州。按曲霓裳改，论功玉斧羞。不胜寒处是琼楼。多分月宫门外要重修。
金缕曲,清末民国初,樊增祥,槛外榴巾蹙。绕珠丛、嫣红一点，动人春目。二十六年重台梦，绛树双声再续。约略似、霞川花木。血色罗裙真珠字，是三郎、亲为端端录。团扇句，倩谁读。桃根莫唱当时曲。镜台边、无心插戴，鬊云凋绿。白石仙人归何处，为马塍花一哭。剩燕子、楼中人独。狼籍一庭红醋醋，问藤阴、今是谁家屋。知己泪，溅庭竹。
清平乐 其一,清末民国初,樊增祥,楝花风细。帘卷湘波翠。过午双柑人不至。柳外黄莺独自。墙头纤草垂垂。画廊密雨如丝。净洗芭蕉两本，待侬叶上题诗。
清平乐 其二,清末民国初,樊增祥,画帘清昼。粉槛苔花绣。未觉轻躯同鹤瘦。筋力风情依旧。树头过尽茶烟。燕泥轻打琴弦。墙外来禽一树，小花知为谁妍。
清平乐 其三,清末民国初,樊增祥,笔床琴案。窗眼冰纱换。万历宫中天字罐。水浸蔷薇开泛。金黄杏子如拳。捣炼糖霜几番。比似江南梅酱，秀才风味微酸。
清平乐 其四,清末民国初,樊增祥,银瓶素绠。午渴窥茶井。琴意成痟谁记省。花簇春风鬓影。凌云赋罢无聊。茂陵烟草萧萧。又是寝园春荐，隔墙唤卖樱桃。
解语花 追步㤅伯师重台榴花原韵,清末民国初,樊增祥,仙霞叠帔，宝月重轮，寸寸芳心展。泪巾红敛。纹窗静、十二珠帘深掩。仙裙妒艳。不胜酒、倚风微颤。把紫鸾阿阁三层，移向花中见。百子画图婉娈，愿红房孕玉，亲祷禖燕。绮楼寒浅。薰风里、才识红儿真面。唇脂重点。似百八虬珠圆转。看凤楼、弹指修成，莫写蛮笺怨。
绛都春 余曩以此调赋重台榴花，刊稿时乙去，今补写之,清末民国初,樊增祥,猩屏画了。掩绯帔两重，薰风开早。比似洛花，叠叠楼台，仙云绕。一层更上香光饱。引彩蝶、房房都到。绛桃百叶，芳兰并蒂，未如卿好。娇巧。石家姊妹，向燕市另起，金台小稿。六幅锦裙，百琲明珠，盈怀抱。窗扉十扇开朱鸟。替七尺、珊瑚写照。凭将绛蜡融珠，凤衔到晓。
金缕曲 其一 笏卿有词悼㤅伯师，叠前韵答之,清末民国初,樊增祥,越岫烟眉蹙。问山灵、公归底处，武夷天目。瑶瑟朱弦三叹后，乐府遗音待续。早凋尽、故家乔木。百本异书落谁手，剩日知、十卷亭林录。还拟付，阿新读。贺公家在柯山曲。二十年、京尘满鬓，未亲湖渌。不预日斜庚子事，差免西台恸哭。谁与荐、春山黄独。白雪楼中青裙妇，卖珠回、自补牵萝屋。歌再阕，裂横竹。
金缕曲 其二 初夏，再叠前韵,清末民国初,樊增祥,细柳黄金蹙。荔墙阴、薰风暗度，小窗纱目。砚匣凝尘湘管燥，春蚓斜行断续。问谁解、养鸡如木。学道懒将除目看，鹤头书、忘了词科录。秋水注，再三读。如人意是屏风曲。好园林、青梅结子，满庭新绿。狮子糖兼菱角粽，办与娇儿止哭。更双燕、伴人幽独。住亦欣然归亦好，万荷花、香满东溪屋。还留看，辋川竹。
金缕曲 其三 三叠韵戏柬笏卿石甫,清末民国初,樊增祥,匣剑鳞文蹙。笑人间、黄獐白鼠，宛然头目。衮衮三台无坐处，貂尾何心强续。漆园有、不材之木。鼓子花中韶与靓，几曾登、南部烟花录。麟阁画，不堪读。月儿高是江南曲。羡东溟、灵鳗脱网，海波空绿。不解澧州香草意，底事名盦曰哭。便行乐、何妨吾独。得志两牙喧鼓吹，不逢时、归卧梅花屋。休仰面，乞符竹。
金缕曲 其四 闻莺，四叠前韵,清末民国初,樊增祥,莫遣芝麋蹙。伴萧闲、张家画史，鲍家书目。蓦地金衣墙北坐，花底吹笙相续。即此是、春山乔木。疗得世人无妒忌，便舍身、甘入桐君绿。吾当汝，异书读。小秦王调唐宫曲。绕建章、歌珠一串，柳烟霏绿。解释东风无限恨，不学红鹃夜哭。画廊畔、柑双人独。天与诗家颁鼓吹，傍绿阴、结构三间屋。鸣睍睆，胜吹竹。
金缕曲 其五 变前韵遣闲,清末民国初,樊增祥,熨遍弹棋局。掩重门、宫香慢炷，贡茶先熟。几日蔷薇开作雪，风定落红簌簌。更粉蝶、杨花相逐。团扇裌衣都换了，渐西墙、猫笋看成竹。闲徙倚，画栏曲。一生消受聪明福。话家常、三条衲袄，两餐斋粥。偶仿张颠春草意，漫写羊裙几幅。早将近、薰风梅溽。教换小红蛮格子，剪纹纱、一段潇湘绿。庄与老，任研读。
金缕曲 其六 叠前韵送继莲溪同年观察常宝,清末民国初,樊增祥,冷眼观棋局。酌使君、英雄一盏，酒香梅熟。屈指同年三百辈，大半霜颠秃簌。剩尔我、云龙追逐。此去湖南骚雅地，有君山、眉黛瑶妃竹。还忆否，羽衣曲。才高折尽花间福。入关来、老僧藜杖，秀才齑粥。两制文章拚弃了，换取潇湘画幅。且莫厌、长沙卑溽。冰雪聪明诗一卷，九嶷烟、染就波笺绿。须寄与，故人读。
金缕曲 其七 再叠前韵赠莲溪,清末民国初,樊增祥,小舫携箫局。计水程、湘帆拢岸，楚亭瓜熟。一水丹江通碧汉，樯燕溪花扑簌。漫回首、春明角逐。羼入湘灵瑶瑟怨，怕洞庭、吹裂龙君竹。聊一唱，采蘋曲。西巡犹是苍生福。莫思量、芜蒌夜雨，断薪残粥。间道麻鞋西度陇，画出杜陵小幅。恐未惯、南中炎溽。行部桃花迎马首，访秦人、一饮溪光绿。陶令记，试重读。
